lead_time,no_of_special_requests,avg_price_per_room,arrival_date,arrival_month,no_of_week_nights,market_segment_type,no_of_weekend_nights,arrival_year,no_of_adults,booking_status
1.0986122886681098,0.6931471805599453,5.003946305945459,21,8,0.0,4,1.0986122886681098,2018,2,1
3.970291913552122,0.6931471805599453,4.388257184424518,26,2,1.0986122886681098,4,0.6931471805599453,2018,2,0
4.762173934797756,0.0,4.127134385045092,28,2,0.6931471805599453,3,1.0986122886681098,2018,1,0
4.499809670330265,0.0,5.2327116094500425,21,7,1.0986122886681098,4,0.0,2018,2,0
5.267858159063328,0.0,4.795790545596741,20,6,1.0986122886681098,4,0.6931471805599453,2018,2,0
4.532599493153256,0.0,4.51085950651685,11,11,0.6931471805599453,3,0.0,2018,2,1
4.564348191467836,0.6931471805599453,4.879006851617819,1,7,1.3862943611198906,4,1.0986122886681098,2018,2,1
1.9459101490553132,0.6931471805599453,4.700480365792417,4,2,1.3862943611198906,4,0.6931471805599453,2018,2,0
4.110873864173311,0.6931471805599453,4.674696248636701,1,4,1.0986122886681098,4,0.6931471805599453,2018,2,1
5.886104031450156,0.6931471805599453,4.663439094112067,16,9,1.0986122886681098,4,1.0986122886681098,2018,2,0
4.219507705176107,1.0986122886681098,4.493120682179469,23,11,1.6094379124341003,4,0.0,2018,2,0
5.181783550292085,0.0,4.826311734631628,3,8,1.6094379124341003,4,0.6931471805599453,2018,2,0
4.624972813284271,0.0,4.008423499714461,12,4,1.791759469228055,4,0.6931471805599453,2018,2,1
2.772588722239781,0.0,4.394449154672439,19,2,0.6931471805599453,2,0.0,2018,1,1
3.4339872044851463,0.0,4.55597994179732,31,8,0.6931471805599453,4,0.0,2018,1,1
4.499809670330265,0.0,4.866379938108757,8,5,1.0986122886681098,4,1.0986122886681098,2018,2,1
3.091042453358316,0.0,4.901564199041894,29,9,1.6094379124341003,4,0.0,2017,2,0
1.9459101490553132,0.0,4.2626798770413155,5,8,1.6094379124341003,3,1.0986122886681098,2017,2,1
4.912654885736052,1.0986122886681098,4.794550107149492,16,6,1.3862943611198906,4,0.6931471805599453,2018,2,1
0.6931471805599453,0.0,0.0,2,3,0.6931471805599453,4,0.0,2018,1,1
3.6375861597263857,1.0986122886681098,4.9890711161804155,21,9,1.3862943611198906,4,0.6931471805599453,2017,2,1
3.828641396489095,0.6931471805599453,4.330733340286331,7,11,1.791759469228055,3,1.0986122886681098,2018,2,1
5.1298987149230735,1.0986122886681098,4.293878247897177,12,8,1.3862943611198906,3,1.0986122886681098,2018,2,1
4.969813299576001,0.0,4.618086411254637,2,6,1.3862943611198906,4,1.0986122886681098,2018,2,0
3.258096538021482,0.0,4.333361462692601,29,11,0.6931471805599453,4,0.0,2018,1,1
4.634728988229636,0.0,4.629862798578463,16,10,1.0986122886681098,4,0.0,2017,2,0
1.6094379124341003,1.0986122886681098,4.414009680526933,5,12,1.0986122886681098,3,1.0986122886681098,2017,2,1
4.6913478822291435,1.0986122886681098,4.6913478822291435,17,10,1.3862943611198906,4,0.6931471805599453,2018,2,1
2.1972245773362196,0.6931471805599453,4.189654742026425,28,7,0.6931471805599453,2,0.0,2018,1,1
4.04305126783455,0.0,5.225746673713202,25,9,1.0986122886681098,3,1.0986122886681098,2017,2,1
2.5649493574615367,0.0,5.3981627015177525,19,8,0.6931471805599453,4,0.0,2018,2,0
0.0,0.0,4.394449154672439,23,8,0.0,4,0.6931471805599453,2017,1,1
3.6375861597263857,0.6931471805599453,4.330733340286331,30,10,0.6931471805599453,3,1.0986122886681098,2018,2,1
0.0,0.0,5.0689042022202315,9,5,0.6931471805599453,4,0.6931471805599453,2018,3,1
3.6888794541139363,0.0,4.477336814478207,14,8,1.0986122886681098,3,0.0,2017,1,1
3.6109179126442243,0.0,4.653484046266642,8,4,0.6931471805599453,4,0.0,2018,2,1
4.1588830833596715,1.0986122886681098,4.888467660122048,26,7,1.791759469228055,3,0.0,2018,2,1
4.477336814478207,0.6931471805599453,4.72747631037206,29,5,1.0986122886681098,4,1.0986122886681098,2018,0,1
4.07753744390572,0.6931471805599453,4.384523514872469,13,11,1.0986122886681098,4,0.6931471805599453,2017,2,1
5.71042701737487,0.0,3.970291913552122,18,11,1.0986122886681098,3,0.0,2018,2,0
5.849324779946859,0.6931471805599453,4.7535901911063645,13,9,1.0986122886681098,4,0.0,2018,2,0
5.8916442118257715,0.0,4.5217885770490405,4,11,0.6931471805599453,4,0.0,2018,1,0
1.3862943611198906,0.0,4.189654742026425,6,6,0.0,2,0.6931471805599453,2018,1,1
3.912023005428146,0.0,4.276666119016055,30,12,1.6094379124341003,3,0.0,2017,2,1
2.995732273553991,0.0,4.912654885736052,7,5,0.6931471805599453,4,0.0,2018,1,1
4.31748811353631,0.0,4.629862798578463,18,9,1.0986122886681098,3,0.0,2017,2,1
3.5553480614894135,0.6931471805599453,4.683056724645162,14,6,1.3862943611198906,4,0.0,2018,2,1
4.30406509320417,0.6931471805599453,4.382651439442724,16,3,1.6094379124341003,4,0.6931471805599453,2018,2,0
0.0,0.0,4.219507705176107,25,11,0.6931471805599453,2,0.0,2018,1,1
4.553876891600541,0.6931471805599453,4.577798989191959,12,4,1.0986122886681098,4,0.0,2018,2,1
4.90527477843843,0.6931471805599453,4.351309662011821,9,5,1.6094379124341003,4,0.6931471805599453,2018,2,1
0.6931471805599453,0.0,4.394449154672439,18,1,0.0,4,0.6931471805599453,2018,1,1
4.330733340286331,0.6931471805599453,4.858260813670253,30,7,0.6931471805599453,4,0.0,2018,2,1
4.61512051684126,0.6931471805599453,4.948759890378168,28,9,1.6094379124341003,3,0.0,2018,2,1
4.5217885770490405,0.0,4.763028270603671,18,6,0.6931471805599453,4,0.6931471805599453,2018,2,0
3.1354942159291497,0.0,4.564348191467836,11,10,1.3862943611198906,3,0.0,2018,2,1
2.6390573296152584,0.0,5.0369526024136295,24,8,0.6931471805599453,4,0.6931471805599453,2017,2,1
3.4965075614664802,0.0,4.30406509320417,20,11,1.0986122886681098,3,0.0,2017,1,1
4.1588830833596715,0.6931471805599453,4.851248708584797,9,6,1.3862943611198906,4,0.0,2018,2,0
3.295836866004329,0.0,4.853591544486569,5,9,1.3862943611198906,4,0.6931471805599453,2018,3,0
5.6937321388027,0.6931471805599453,4.770684624465665,21,9,1.6094379124341003,4,0.0,2018,2,0
2.1972245773362196,0.0,4.564348191467836,5,4,0.6931471805599453,4,0.0,2018,1,0
2.0794415416798357,0.0,4.880298792368253,13,8,0.6931471805599453,4,1.0986122886681098,2018,2,0
5.575949103146316,0.0,4.709530201312334,21,10,1.0986122886681098,3,0.0,2018,2,0
4.948759890378168,0.0,4.2626798770413155,29,12,1.791759469228055,3,0.0,2017,2,1
4.882801922586371,0.0,4.5591262474866845,15,8,0.6931471805599453,3,1.0986122886681098,2017,2,1
1.9459101490553132,0.0,4.927253685157205,3,3,1.3862943611198906,4,0.0,2018,3,0
5.393627546352362,0.6931471805599453,4.984291318756654,13,9,1.0986122886681098,4,0.0,2018,2,0
2.995732273553991,0.0,4.330733340286331,18,7,0.6931471805599453,3,0.6931471805599453,2018,1,1
2.833213344056216,1.6094379124341003,4.962844630259907,1,10,1.0986122886681098,4,0.0,2017,3,1
4.060443010546419,0.0,4.330733340286331,16,9,1.0986122886681098,3,0.0,2018,1,1
2.0794415416798357,0.6931471805599453,5.030437921392435,14,9,1.0986122886681098,4,0.6931471805599453,2017,2,1
2.9444389791664403,0.6931471805599453,4.189654742026425,18,10,0.6931471805599453,2,0.0,2018,1,1
3.4657359027997265,0.6931471805599453,4.184642200202881,14,11,1.791759469228055,4,1.0986122886681098,2018,2,1
1.9459101490553132,0.0,4.454347296253507,28,8,0.6931471805599453,3,1.0986122886681098,2018,2,1
5.003946305945459,0.0,4.219507705176107,30,12,1.6094379124341003,3,0.6931471805599453,2017,2,1
4.1588830833596715,1.3862943611198906,4.781892764381564,10,11,1.3862943611198906,4,0.0,2018,2,1
5.187385805840755,0.0,4.560382003197957,23,8,1.3862943611198906,4,0.0,2018,2,0
5.0238805208462765,0.0,4.276666119016055,19,1,1.6094379124341003,3,0.0,2018,1,1
4.543294782270004,1.0986122886681098,4.293878247897177,3,12,1.3862943611198906,4,0.6931471805599453,2017,2,1
4.634728988229636,1.0986122886681098,4.470495282661489,6,12,1.0986122886681098,4,0.0,2018,1,0
5.123963979403259,0.6931471805599453,4.293878247897177,4,8,1.3862943611198906,3,1.0986122886681098,2018,2,1
4.060443010546419,0.6931471805599453,4.6520537718869415,30,10,0.6931471805599453,4,1.0986122886681098,2018,2,1
5.204006687076795,1.0986122886681098,4.350277936359301,6,8,1.0986122886681098,4,0.0,2017,2,0
5.5053315359323625,0.0,4.687579322228809,22,9,1.791759469228055,4,1.0986122886681098,2018,2,0
3.912023005428146,0.0,4.403665809777363,3,6,1.0986122886681098,3,0.0,2018,2,1
4.276666119016055,0.0,4.795790545596741,14,6,1.3862943611198906,3,0.0,2018,1,1
3.8066624897703196,0.0,4.330733340286331,17,2,1.3862943611198906,3,0.0,2018,2,1
1.0986122886681098,0.0,4.1705337005796475,26,6,1.3862943611198906,3,1.0986122886681098,2018,2,1
4.997212273764115,1.0986122886681098,4.675162557808126,28,6,1.791759469228055,4,1.0986122886681098,2018,2,1
0.0,0.0,5.4116460518550396,19,5,0.6931471805599453,4,0.0,2018,2,0
3.8066624897703196,0.0,4.22683374526818,12,2,1.0986122886681098,4,0.0,2018,2,0
4.762173934797756,0.0,4.102643365036796,25,3,1.0986122886681098,4,1.0986122886681098,2018,2,0
2.4849066497880004,0.6931471805599453,4.844187086458591,8,5,0.6931471805599453,4,1.0986122886681098,2018,2,1
4.867534450455582,0.6931471805599453,4.747537427275013,6,8,0.6931471805599453,4,0.0,2018,2,1
2.6390573296152584,0.6931471805599453,4.4577137165202165,27,8,1.791759469228055,4,1.0986122886681098,2017,2,0
5.231108616854587,0.0,4.403665809777363,2,9,1.0986122886681098,3,1.0986122886681098,2018,2,1
3.044522437723423,1.0986122886681098,4.543294782270004,7,2,0.6931471805599453,4,1.0986122886681098,2018,2,1
2.5649493574615367,0.0,4.564348191467836,15,2,1.3862943611198906,4,0.6931471805599453,2018,1,1
2.3978952727983707,0.0,4.403665809777363,5,12,0.6931471805599453,4,0.6931471805599453,2017,2,1
4.634728988229636,0.0,4.102643365036796,7,11,1.0986122886681098,3,0.6931471805599453,2018,2,0
2.0794415416798357,0.0,4.553876891600541,8,8,0.0,2,0.6931471805599453,2018,1,1
3.295836866004329,1.3862943611198906,4.8283137373023015,12,9,0.6931471805599453,4,1.0986122886681098,2017,2,1
4.672828834461906,0.6931471805599453,4.52124495105033,17,4,1.0986122886681098,4,1.0986122886681098,2018,2,1
5.771441123130016,0.6931471805599453,4.7535901911063645,18,8,1.0986122886681098,3,0.0,2018,2,0
0.0,0.6931471805599453,4.248495242049359,30,11,2.0794415416798357,4,1.3862943611198906,2017,1,1
2.6390573296152584,0.0,4.406719247264253,8,3,1.0986122886681098,4,0.0,2018,2,1
2.772588722239781,0.0,4.648612743830928,27,4,1.3862943611198906,4,0.0,2018,2,0
5.602118820879701,0.0,4.394449154672439,20,4,1.6094379124341003,3,0.0,2018,2,1
4.634728988229636,0.0,4.502583597212991,16,10,1.0986122886681098,4,0.6931471805599453,2017,2,1
4.634728988229636,0.0,4.477336814478207,16,10,1.0986122886681098,3,0.0,2017,1,1
0.6931471805599453,0.0,4.189654742026425,30,9,0.6931471805599453,2,0.0,2017,1,1
4.3694478524670215,0.6931471805599453,4.564348191467836,29,9,1.3862943611198906,3,0.0,2018,2,1
4.727387818712341,0.0,4.61512051684126,2,6,1.0986122886681098,3,0.0,2018,2,1
5.6131281063880705,0.0,4.700480365792417,17,7,1.0986122886681098,3,0.0,2017,2,0
3.258096538021482,1.0986122886681098,4.867534450455582,17,10,1.0986122886681098,4,0.6931471805599453,2018,1,1
4.290459441148391,0.0,4.390118804571218,30,10,1.0986122886681098,4,1.0986122886681098,2018,2,0
4.543294782270004,1.0986122886681098,4.350277936359301,15,8,1.3862943611198906,4,1.0986122886681098,2017,2,0
4.5217885770490405,0.0,4.747537427275013,6,7,0.6931471805599453,4,0.0,2018,2,1
3.2188758248682006,0.6931471805599453,4.286203823496544,11,9,0.0,4,1.0986122886681098,2018,2,1
1.791759469228055,0.0,4.204692619390966,28,2,0.0,2,1.0986122886681098,2018,1,1
1.9459101490553132,0.0,4.48863636973214,1,12,0.6931471805599453,4,0.0,2018,1,1
4.060443010546419,0.6931471805599453,4.919250732294404,10,8,1.0986122886681098,4,0.0,2018,2,1
2.70805020110221,0.0,0.0,17,9,1.0986122886681098,4,0.0,2017,1,1
2.5649493574615367,0.0,4.333361462692601,14,12,0.6931471805599453,4,0.0,2018,1,1
1.791759469228055,0.0,4.306090068583941,15,11,0.0,4,0.6931471805599453,2017,1,1
4.605170185988092,0.0,4.406719247264253,19,2,0.6931471805599453,2,0.0,2018,1,1
4.584967478670572,0.6931471805599453,4.707817022948234,30,4,1.791759469228055,4,1.0986122886681098,2018,2,1
4.04305126783455,0.6931471805599453,4.464182492687114,28,3,1.791759469228055,4,0.6931471805599453,2018,2,0
4.110873864173311,0.6931471805599453,4.822697998516666,3,9,0.6931471805599453,4,0.6931471805599453,2018,2,0
2.1972245773362196,0.6931471805599453,4.458408804592688,29,10,0.6931471805599453,4,1.0986122886681098,2018,1,1
5.293304824724492,0.6931471805599453,5.0770470596155075,22,9,1.3862943611198906,4,0.0,2018,3,0
5.099866427824199,0.6931471805599453,4.293878247897177,21,8,1.9459101490553132,3,1.6094379124341003,2018,2,1
2.995732273553991,0.6931471805599453,4.777525578470196,23,9,1.0986122886681098,4,0.6931471805599453,2018,1,1
3.044522437723423,0.0,4.394449154672439,14,11,1.0986122886681098,3,0.6931471805599453,2018,2,1
1.3862943611198906,0.0,4.603168183317418,7,9,0.6931471805599453,3,0.6931471805599453,2017,1,1
0.6931471805599453,0.0,3.960813169597578,7,2,0.6931471805599453,3,1.0986122886681098,2018,2,1
3.4339872044851463,0.6931471805599453,4.389498649512583,31,1,0.0,4,1.0986122886681098,2018,2,1
4.77912349311153,0.0,4.709530201312334,6,6,0.6931471805599453,3,0.6931471805599453,2018,1,1
5.958424693029782,0.6931471805599453,4.7535901911063645,23,10,0.0,4,1.0986122886681098,2018,2,0
5.231108616854587,1.0986122886681098,4.640537329825382,30,9,1.0986122886681098,4,1.0986122886681098,2018,2,0
5.720311776607412,0.0,4.499809670330265,3,11,1.3862943611198906,4,0.0,2018,2,0
1.0986122886681098,0.0,4.02535169073515,2,3,0.6931471805599453,3,0.0,2018,1,1
2.5649493574615367,0.0,4.330733340286331,5,10,1.0986122886681098,3,0.6931471805599453,2017,1,1
2.302585092994046,1.3862943611198906,5.308267697401205,1,8,0.0,4,0.6931471805599453,2018,2,1
5.214935757608986,0.0,5.2390980068880655,16,8,1.791759469228055,4,0.0,2018,3,0
4.382026634673881,0.6931471805599453,3.6462328793924637,7,7,1.3862943611198906,1,0.0,2017,2,1
5.54907608489522,0.0,4.622518824322705,16,10,1.3862943611198906,4,1.0986122886681098,2018,2,0
4.584967478670572,0.6931471805599453,4.577798989191959,8,4,1.0986122886681098,4,0.0,2018,2,1
5.170483995038151,0.0,4.7329475559299174,31,8,1.6094379124341003,4,0.0,2018,2,0
4.248495242049359,0.6931471805599453,4.069368576151923,28,10,0.6931471805599453,4,0.0,2018,1,1
2.3978952727983707,0.6931471805599453,4.564348191467836,1,9,0.6931471805599453,3,0.0,2018,2,1
0.0,0.0,4.155753190350744,24,12,1.3862943611198906,3,1.0986122886681098,2017,2,1
4.812184355372417,0.0,4.465908118654584,27,3,0.6931471805599453,3,1.0986122886681098,2018,1,1
2.4849066497880004,0.6931471805599453,4.5693357329788755,16,3,1.3862943611198906,4,0.0,2018,2,1
4.219507705176107,0.6931471805599453,4.837075242970874,13,8,0.6931471805599453,4,0.0,2018,2,1
3.7612001156935624,0.6931471805599453,4.680277658474897,25,11,1.3862943611198906,4,0.0,2017,3,1
1.6094379124341003,0.0,4.700480365792417,2,1,0.6931471805599453,3,1.0986122886681098,2018,2,1
1.6094379124341003,0.0,4.0943445622221,25,1,0.0,2,0.6931471805599453,2018,1,1
4.897839799950911,0.0,4.4942386252808095,29,4,1.0986122886681098,4,0.6931471805599453,2018,2,0
4.31748811353631,0.0,4.029628247502409,17,2,1.6094379124341003,4,0.6931471805599453,2018,2,1
1.0986122886681098,0.0,4.641502115235482,2,8,0.6931471805599453,4,0.0,2018,1,1
4.912654885736052,1.0986122886681098,4.5591262474866845,22,5,0.0,4,1.0986122886681098,2018,2,1
4.859812404361672,0.6931471805599453,4.667205576907544,4,5,1.3862943611198906,3,0.0,2018,3,1
0.0,0.0,4.499809670330265,9,5,0.0,4,0.6931471805599453,2018,2,1
1.9459101490553132,0.0,4.406719247264253,23,8,0.0,4,0.6931471805599453,2017,2,1
3.6635616461296463,0.0,4.454347296253507,2,12,1.0986122886681098,2,0.0,2018,2,1
3.044522437723423,0.0,5.056245805348308,11,5,0.6931471805599453,4,0.0,2018,1,0
5.484796933490655,1.0986122886681098,4.52124495105033,27,10,1.3862943611198906,4,0.6931471805599453,2018,2,1
3.5553480614894135,1.0986122886681098,4.328098292648326,14,11,1.791759469228055,4,1.0986122886681098,2018,1,0
4.382026634673881,0.0,4.330733340286331,13,11,1.0986122886681098,3,0.0,2017,2,1
4.844187086458591,1.0986122886681098,4.839846973115974,15,5,1.3862943611198906,4,1.0986122886681098,2018,2,1
1.6094379124341003,0.6931471805599453,4.48863636973214,14,12,0.6931471805599453,4,0.0,2018,1,1
3.4657359027997265,0.6931471805599453,4.837075242970874,4,10,0.6931471805599453,4,0.0,2018,2,1
1.0986122886681098,0.0,4.330733340286331,20,9,0.6931471805599453,3,1.0986122886681098,2017,2,1
3.58351893845611,0.0,4.445470807230416,1,6,1.0986122886681098,4,0.0,2018,2,0
4.997212273764115,0.6931471805599453,4.859269621422746,3,7,1.0986122886681098,4,1.0986122886681098,2018,3,1
5.176149732573829,1.0986122886681098,4.932313327320786,9,8,1.3862943611198906,4,0.0,2018,3,0
0.0,0.0,4.189654742026425,23,5,0.0,2,0.6931471805599453,2018,1,1
3.1354942159291497,1.0986122886681098,5.332718793265369,13,6,1.3862943611198906,4,0.6931471805599453,2018,3,1
3.4657359027997265,0.6931471805599453,4.919250732294404,27,7,1.0986122886681098,4,0.0,2018,2,0
4.30406509320417,0.6931471805599453,5.0132984115157395,19,9,1.3862943611198906,4,0.6931471805599453,2018,2,0
1.0986122886681098,0.0,4.59511985013459,22,3,1.0986122886681098,4,0.0,2018,2,1
4.430816798843313,0.0,4.330733340286331,18,12,0.0,3,1.0986122886681098,2018,2,1
2.1972245773362196,0.0,4.624972813284271,6,2,0.6931471805599453,2,0.0,2018,1,1
2.4849066497880004,0.6931471805599453,4.398146016553765,20,1,1.0986122886681098,4,0.0,2018,2,1
5.262690188904886,0.0,4.5591262474866845,3,8,1.0986122886681098,4,0.0,2018,2,0
3.6888794541139363,1.0986122886681098,4.882044059723269,8,12,2.1972245773362196,4,1.0986122886681098,2018,3,1
5.241747015059643,0.0,4.875197323201151,15,6,1.0986122886681098,4,0.0,2018,1,0
4.174387269895637,0.0,4.2691378525952635,10,3,2.6390573296152584,4,1.9459101490553132,2018,2,0
3.6888794541139363,1.0986122886681098,4.577798989191959,23,10,0.6931471805599453,4,0.0,2017,2,1
3.871201010907891,0.0,4.791815714262101,18,9,1.0986122886681098,4,1.0986122886681098,2018,2,1
4.31748811353631,0.0,4.700480365792417,18,9,1.0986122886681098,3,0.0,2017,2,1
3.332204510175204,1.0986122886681098,5.280662431309316,8,8,0.6931471805599453,4,0.6931471805599453,2018,2,1
5.54907608489522,0.6931471805599453,4.7535901911063645,15,6,1.0986122886681098,3,0.0,2018,2,0
5.5909869805108565,0.0,4.564348191467836,30,9,1.0986122886681098,3,0.6931471805599453,2018,2,0
3.5263605246161616,0.6931471805599453,4.800736969532067,3,10,0.0,4,0.6931471805599453,2018,1,1
3.871201010907891,0.6931471805599453,4.469923036580066,11,3,1.0986122886681098,4,1.0986122886681098,2018,2,1
4.007333185232471,0.0,4.778282803696737,3,7,0.6931471805599453,4,1.0986122886681098,2018,2,0
4.564348191467836,0.0,4.403665809777363,6,5,1.0986122886681098,3,0.6931471805599453,2018,2,1
4.499809670330265,0.6931471805599453,4.480740107609915,1,4,1.0986122886681098,4,0.0,2018,2,1
4.653960350157523,0.0,5.01926462079431,24,8,1.6094379124341003,4,0.0,2018,3,0
5.056245805348308,0.6931471805599453,4.681112189563248,12,8,1.9459101490553132,4,1.0986122886681098,2018,2,0
5.365976015021851,0.0,4.875197323201151,7,6,1.3862943611198906,3,0.0,2018,2,0
3.8066624897703196,0.6931471805599453,4.209011637200227,21,2,1.791759469228055,4,1.0986122886681098,2018,2,1
4.465908118654584,0.6931471805599453,4.52124495105033,25,4,1.3862943611198906,4,0.6931471805599453,2018,2,1
4.3694478524670215,0.6931471805599453,4.695467823968872,6,4,1.6094379124341003,4,0.0,2018,2,1
4.343805421853684,0.6931471805599453,4.951592753462473,12,5,1.3862943611198906,4,0.0,2018,2,1
5.14166355650266,0.6931471805599453,4.729156165769083,11,8,1.3862943611198906,4,1.0986122886681098,2018,2,0
1.6094379124341003,0.0,4.22683374526818,16,1,0.6931471805599453,4,0.6931471805599453,2018,2,1
4.882801922586371,0.0,4.5591262474866845,15,8,0.6931471805599453,3,1.0986122886681098,2017,2,0
2.995732273553991,0.0,4.7535901911063645,3,3,0.6931471805599453,4,0.0,2018,3,0
4.584967478670572,0.0,4.447697327163527,1,5,1.6094379124341003,4,1.0986122886681098,2018,2,0
0.0,0.6931471805599453,4.867534450455582,17,6,0.6931471805599453,4,0.0,2018,2,1
5.62040086571715,0.0,4.51085950651685,5,10,1.6094379124341003,3,0.6931471805599453,2018,2,0
2.833213344056216,0.6931471805599453,4.725172978382788,1,10,1.3862943611198906,4,0.6931471805599453,2017,2,1
4.990432586778736,0.0,4.564348191467836,24,4,0.0,3,1.0986122886681098,2018,2,0
3.58351893845611,0.0,4.3054155323020415,2,3,1.0986122886681098,4,0.0,2018,2,0
3.044522437723423,0.0,4.268577942166303,28,12,1.0986122886681098,4,0.6931471805599453,2017,2,1
5.2574953720277815,0.0,4.890349128221754,3,6,1.0986122886681098,3,0.6931471805599453,2018,2,0
3.6109179126442243,0.6931471805599453,4.235120483100881,10,12,1.9459101490553132,4,1.0986122886681098,2018,2,1
4.663439094112067,0.6931471805599453,4.747537427275013,7,7,1.3862943611198906,4,0.6931471805599453,2018,2,1
2.3978952727983707,0.0,4.709530201312334,30,9,0.6931471805599453,0,0.0,2018,1,0
1.9459101490553132,0.6931471805599453,4.480400299032142,30,10,1.0986122886681098,4,0.6931471805599453,2017,2,1
5.123963979403259,0.0,4.577798989191959,26,8,1.0986122886681098,4,0.6931471805599453,2018,1,0
4.9344739331306915,0.0,4.964242254526545,18,8,1.0986122886681098,4,0.0,2018,3,0
1.3862943611198906,0.0,5.2288065037839075,7,4,1.0986122886681098,4,0.0,2018,3,1
3.5263605246161616,0.6931471805599453,5.0106352940962555,26,10,1.6094379124341003,4,0.0,2018,2,0
5.673323267171493,0.0,4.290459441148391,17,6,1.0986122886681098,3,0.6931471805599453,2018,2,0
5.5093883366279774,0.0,4.65918477429433,26,12,1.3862943611198906,4,0.6931471805599453,2018,3,1
4.330733340286331,0.0,4.51085950651685,17,4,0.0,4,1.0986122886681098,2018,2,1
2.5649493574615367,0.0,4.038126882223872,6,2,1.0986122886681098,4,1.0986122886681098,2018,2,1
2.70805020110221,0.6931471805599453,4.5217885770490405,7,2,1.0986122886681098,4,1.0986122886681098,2018,2,0
2.0794415416798357,0.0,4.07753744390572,9,12,1.3862943611198906,3,0.0,2017,2,1
1.6094379124341003,0.0,4.02535169073515,27,11,1.0986122886681098,3,0.6931471805599453,2017,2,1
5.181783550292085,0.0,4.447228997919515,22,8,1.791759469228055,4,1.0986122886681098,2018,2,0
5.176149732573829,0.0,4.699570861409576,7,10,1.0986122886681098,4,0.0,2018,2,0
1.791759469228055,0.0,5.123963979403259,21,8,0.0,4,0.6931471805599453,2018,2,0
5.733341276897746,0.6931471805599453,4.373238128640803,23,11,1.3862943611198906,4,0.0,2018,2,0
4.48863636973214,0.0,4.729156165769083,5,10,0.6931471805599453,3,0.6931471805599453,2017,2,1
1.6094379124341003,0.0,4.394449154672439,19,2,0.6931471805599453,2,0.0,2018,2,0
5.241747015059643,0.6931471805599453,4.403665809777363,23,7,1.791759469228055,4,1.0986122886681098,2018,2,1
3.8501476017100584,0.6931471805599453,4.576359104133972,13,3,1.791759469228055,4,1.3862943611198906,2018,2,0
2.302585092994046,0.6931471805599453,4.219507705176107,13,10,1.0986122886681098,2,0.0,2018,1,1
2.302585092994046,1.0986122886681098,5.272999558563747,27,6,1.3862943611198906,4,0.6931471805599453,2018,2,1
0.0,0.0,4.330733340286331,3,10,0.0,2,0.6931471805599453,2018,2,1
5.4638318050256105,1.0986122886681098,4.666265285347902,6,8,0.6931471805599453,4,0.6931471805599453,2018,2,0
4.574710978503383,0.0,4.424247650107844,11,8,1.0986122886681098,3,0.0,2018,2,1
4.912654885736052,0.6931471805599453,4.390986376045354,9,5,1.6094379124341003,4,0.6931471805599453,2018,2,0
4.624972813284271,0.0,4.394449154672439,4,4,1.0986122886681098,3,0.6931471805599453,2018,2,0
5.3612921657094255,0.6931471805599453,4.3694478524670215,20,5,1.3862943611198906,3,1.0986122886681098,2018,2,1
3.367295829986474,1.0986122886681098,4.330733340286331,27,9,0.6931471805599453,3,0.0,2018,2,1
